nomes;idade;cidade;estado;cpf;cnpj
Veronica Pruitt MD;63;ACEGUÁ;RS;272.268.528-02;66.844.184/2860-53
James Floyd MD;89;ABDON BATISTA;SC;25403421246;15824093923422
Kristin Townsend MD;78;AMPARO DE SÃO FRANCISCO;SE;359.549.008-84;44.805.478/0516-64
David Novak DVM;76;ADAMANTINA;SP;92328915493;38209952800636
Jason Pennington DDS;80;ABREULÂNDIA;TO;028.628.058-23;61.287.827/7724-33
Laurie King Jr.;18;ACRELÂNDIA;AC;29870445691;35401567988214
Cynthia Ellis DVM;70;ÁGUA BRANCA;AL;190.962.635-02;51.512.454/2636-04
Lauren Alvarez DVM;53;ALVARÃES;AM;32671356994;66681458828100
James Lester Jr.;64;SERRA DO NAVIO;AP;592.422.244-64;44.466.101/9390-84
Laurie Rodgers Jr.;54;ABAÍRA;BA;26936876919;30112295097640
Amy Farrell MD;35;ABAIARA;CE;563.915.450-06;80.632.329/0423-70
Elizabeth Chan MD;48;Brasília;DF;29521574216;06127517487838
Johnny Hood II;29;AFONSO CLÁUDIO;ES;777.898.210-24;87.618.479/5214-20
William Willis MD;40;ABADIA DE GOIÁS;GO;91717826563;64867890947849
Terri Harris Jr.;74;AÇAILÂNDIA;MA;047.524.480-09;22.591.343/5963-56
Amy Salazar Jr.;32;ABADIA DOS DOURADOS;MG;17557444809;84818685139419
Robert Lane MD;79;ÁGUA CLARA;MS;451.654.938-73;09.893.872/0930-00
Elizabeth Nichols DDS;58;ACORIZAL;MT;48440142340;82447226244740
Lisa Lane MD;88;ABAETETUBA;PA;507.940.864-20;74.263.869/7953-46
Amber Adams MD;83;ÁGUA BRANCA;PB;91885104170;02882180714909
Mark Delgado DVM;39;ABREU E LIMA;PE;741.132.098-63;90.382.884/6275-72
Catherine Mclaughlin DDS;26;ACAUÃ;PI;04106878984;75095291000148
Jeffrey Casey MD;44;ABATIÁ;PR;130.137.747-38;75.367.870/8734-49
Susan Smith MD MD;29;ANGRA DOS REIS;RJ;39124808695;90776778914203
Tracy Sullivan MD;65;ACARI;RN;125.981.251-00;51.807.009/7494-85
Travis Dodson DVM;45;ALTA FLORESTA D'OESTE;RO;32867357365;68964732996052
Rachel Mason MD;55;AMAJARI;RR;397.160.735-77;53.333.353/6351-59
Amy Vincent DVM;44;ACEGUÁ;RS;90604724624;26417535003414
Kathleen Parker DDS;31;ABDON BATISTA;SC;883.371.288-52;30.824.817/7933-82
Jill Ortega DVM;71;AMPARO DE SÃO FRANCISCO;SE;99173823210;22649757334513
Madeline Chavez DDS;49;ADAMANTINA;SP;564.344.024-57;14.449.758/0745-86
William Bailey DDS;21;ABREULÂNDIA;TO;15212876940;10488518890930
Matthew Butler MD;27;ACRELÂNDIA;AC;046.049.386-87;60.337.281/1824-56
Peter Fletcher MD;85;ÁGUA BRANCA;AL;41906586691;56480901242356
Matthew Smith DDS;82;ALVARÃES;AM;202.007.155-00;01.063.300/4133-47
John Smith Jr.;34;SERRA DO NAVIO;AP;31244222283;13830175214801
Joseph Newton PhD;77;ABAÍRA;BA;306.513.246-02;14.286.456/1853-60
Thomas Fields Jr.;18;ABAIARA;CE;67636839105;89427922964079
Carrie Evans MD;24;Brasília;DF;631.824.119-18;22.529.748/3144-82
Heather Taylor MD;39;AFONSO CLÁUDIO;ES;84611299384;22448737089415
James Lynch MD;33;ABADIA DE GOIÁS;GO;410.310.997-19;93.939.809/0030-07
Calvin Park MD;47;AÇAILÂNDIA;MA;99766328358;31535066053653
Maureen Wood III;26;ABADIA DOS DOURADOS;MG;629.774.723-71;99.394.653/6839-76
Kimberly Hall MD;36;ÁGUA CLARA;MS;93853315070;11020441664924
Miss Lindsay Barrera DVM;28;ACORIZAL;MT;388.643.827-98;11.816.637/8099-10
Shannon Hoover IV;42;ABAETETUBA;PA;62614578401;60664752169507
Susan Baker DDS;79;ÁGUA BRANCA;PB;147.604.913-09;26.813.871/3003-40
Richard Warren PhD;26;ABREU E LIMA;PE;87308715221;15085607672456
Christopher Mclean PhD;79;ACAUÃ;PI;907.088.358-99;83.070.282/4413-30
Dorothy King DDS;75;ABATIÁ;PR;97235801794;15147337765396
Marie Crawford II;67;ANGRA DOS REIS;RJ;850.749.213-41;22.038.223/5843-10
Joe Schneider DVM;65;ACARI;RN;23915978949;55965365261108
Lisa Robles DDS;59;ALTA FLORESTA D'OESTE;RO;111.284.513-52;31.540.519/3683-80
Jeremy Coleman MD;49;AMAJARI;RR;65361359890;14899141452699
Bianca Carr Jr.;28;ACEGUÁ;RS;237.636.218-06;26.319.718/9756-44
Daniel Smith MD;46;ABDON BATISTA;SC;77406989113;52692781061346
Jessica Miller Jr.;35;AMPARO DE SÃO FRANCISCO;SE;900.777.306-23;79.142.581/5270-81
Sophia Marquez Jr.;65;ADAMANTINA;SP;18325661453;28059273751282
Donna Young DDS;41;ABREULÂNDIA;TO;026.363.253-95;36.812.904/4982-13
Gary Craig PhD;58;ACRELÂNDIA;AC;93187965601;00676718216294
Randall Short Jr.;20;ÁGUA BRANCA;AL;562.322.301-08;84.496.683/3060-20
Emma Vasquez DVM;52;ALVARÃES;AM;05730861761;53487071181911
Luis Mitchell MD;39;SERRA DO NAVIO;AP;726.778.856-46;78.357.108/1414-52
Jessica Jones DDS;59;ABAÍRA;BA;63482938407;26291336354620
Diana Porter PhD;82;ABAIARA;CE;379.012.383-80;87.433.740/1226-37
Timothy Davis MD;61;Brasília;DF;27120832700;66534141232656
Eric Velazquez DDS;19;AFONSO CLÁUDIO;ES;894.093.469-59;76.103.908/1749-30
Ian Morris PhD;51;ABADIA DE GOIÁS;GO;68540324741;21750513330815
Andrea Li MD;46;AÇAILÂNDIA;MA;640.761.743-05;26.714.138/1280-29
Robert Martinez DDS;40;ABADIA DOS DOURADOS;MG;62999395914;14986311976582
Heather Jackson DDS;38;ÁGUA CLARA;MS;393.015.430-79;53.777.519/8385-82
Stephanie Hebert DDS;42;ACORIZAL;MT;05668830071;12849107319763
Emily Fitzgerald Jr.;18;ABAETETUBA;PA;338.952.455-00;86.943.758/5505-02
Eugene Thompson Jr.;29;ÁGUA BRANCA;PB;42611045984;56509289749973
Andrea Rhodes MD;26;ABREU E LIMA;PE;580.804.179-11;70.255.837/7729-92
Gregory Garcia DVM;31;ACAUÃ;PI;70133004708;71845070349400
Tracey Mercer DDS;25;ABATIÁ;PR;345.693.585-43;56.040.221/4546-88
Thomas Wagner MD;66;ANGRA DOS REIS;RJ;28994526498;96429805055379
Edward Parker MD;87;ACARI;RN;709.560.090-26;12.423.470/6089-00
Ralph Reed II;19;ALTA FLORESTA D'OESTE;RO;10346838290;39087703450091
Kristen Barry DVM;24;AMAJARI;RR;103.559.853-14;42.189.019/2077-83
Daniel Roberts MD;68;ACEGUÁ;RS;01496926765;31311923076500
Ruben Jennings DVM;53;ABDON BATISTA;SC;544.515.893-47;65.155.115/2889-51
Michelle Wong DDS;84;AMPARO DE SÃO FRANCISCO;SE;63217788770;53345387693872
Andrew Lee PhD;83;ADAMANTINA;SP;860.570.706-23;91.376.653/4274-20
Katherine Hardy MD;24;ABREULÂNDIA;TO;34332457706;23755441256403
Regina Perez MD;67;ACRELÂNDIA;AC;905.426.588-44;21.827.499/5884-92
Ian Freeman Jr.;62;ÁGUA BRANCA;AL;40574358080;28936192720415
Hannah Allen MD;58;ALVARÃES;AM;479.419.778-00;39.193.164/1176-51
James Higgins PhD;60;SERRA DO NAVIO;AP;25371827072;51637916473843
Cristina Ramirez MD;50;ABAÍRA;BA;803.260.838-98;37.860.400/3845-70
Robert Schneider DVM;79;ABAIARA;CE;29018318698;81997112232029
Steve Marsh DDS;41;Brasília;DF;823.934.323-61;10.664.339/8128-68
Colton Wilson DDS;73;AFONSO CLÁUDIO;ES;05128563030;38507453575249
Rebecca Conner PhD;46;ABADIA DE GOIÁS;GO;104.225.721-36;51.818.130/3225-30
Benjamin Schmidt DVM;24;AÇAILÂNDIA;MA;30156016362;40221446887548
Stephanie Johnson MD;66;ABADIA DOS DOURADOS;MG;114.679.048-13;09.550.774/9616-16
Andrea Gordon Jr.;67;ÁGUA CLARA;MS;57018945410;25828552596440
Gary Martin DDS;19;ACORIZAL;MT;078.142.581-62;96.526.049/2988-94
Jenny Taylor DVM;30;ABAETETUBA;PA;41361480114;13290982763394
Angela Jones MD;18;ÁGUA BRANCA;PB;710.244.838-43;91.080.541/0527-85
James Wilson MD;82;ABREU E LIMA;PE;38102798548;98361682786786
James Clark MD DDS;54;ACAUÃ;PI;400.706.447-48;86.903.547/2812-94
James Morris MD;48;ABATIÁ;PR;43676400356;04476851154392
Daniel Alexander Jr.;38;ANGRA DOS REIS;RJ;121.885.711-00;40.953.002/4526-06
Dr. Angela Vazquez DVM;48;ACARI;RN;03012152350;17910388741683
Luke Curtis DDS;90;ALTA FLORESTA D'OESTE;RO;343.499.585-41;55.203.740/0793-84
Daniel Scott MD;26;AMAJARI;RR;25897200505;74379133313872
Tiffany Williams DDS;18;ACEGUÁ;RS;598.165.156-36;30.251.409/7244-92
Thomas Curry MD IV;31;ABDON BATISTA;SC;60825554578;24591145692201
Henry Phillips DDS;47;AMPARO DE SÃO FRANCISCO;SE;546.116.924-42;17.126.901/4895-33
John Medina Jr.;25;ADAMANTINA;SP;99975503748;08593987293376
Dale Savage DVM DDS;20;ABREULÂNDIA;TO;089.747.590-98;19.039.908/0073-01
Patrick Mcknight MD;81;ACRELÂNDIA;AC;83389826793;01479503613911
John Harrison PhD;66;ÁGUA BRANCA;AL;820.924.227-07;88.630.001/7303-04
Brian Oliver Jr.;37;ALVARÃES;AM;38170491029;47218354249357
Nicholas Ramirez Jr.;79;SERRA DO NAVIO;AP;986.438.828-28;45.892.068/2773-91
Deborah Chavez MD;30;ABAÍRA;BA;14484795680;35346765031122
Ryan Clark DDS;49;ABAIARA;CE;148.992.394-24;58.067.504/4731-98
Robert Cruz MD;47;Brasília;DF;74731110009;69515827276121
Becky Morgan Jr.;78;AFONSO CLÁUDIO;ES;172.311.721-80;94.969.918/3568-89
Dustin Spence MD;43;ABADIA DE GOIÁS;GO;21678194123;71003267950782
Amber Petersen DDS;49;AÇAILÂNDIA;MA;673.261.599-80;47.462.137/1455-29
Robert Willis MD;54;ABADIA DOS DOURADOS;MG;65649392056;87153147779776
Michael Martin DVM;21;ÁGUA CLARA;MS;409.221.463-49;12.019.997/3738-02
Stacey White DDS;90;ACORIZAL;MT;85825852093;36827338625932
Donna Ortega MD;69;ABAETETUBA;PA;032.443.762-58;88.223.999/2240-28
Craig Bishop Jr.;64;ÁGUA BRANCA;PB;28901326680;58047344234471
Deborah Crosby IV;46;ABREU E LIMA;PE;941.131.400-73;88.214.407/2642-24
Henry Mccarty DDS;87;ACAUÃ;PI;36859317175;57574323834392
Jill Anderson Jr.;43;ABATIÁ;PR;661.043.398-40;73.551.873/0340-60
Lisa Jordan MD;76;ANGRA DOS REIS;RJ;62607556945;30946189599765
Christian Cooper MD;77;ACARI;RN;562.946.567-88;91.103.782/9762-01
Erica Taylor DVM;70;ALTA FLORESTA D'OESTE;RO;33024607242;43993501418867
William Bates DDS;40;AMAJARI;RR;621.438.523-55;35.574.381/6728-98
Patricia Everett MD;45;ACEGUÁ;RS;39291760927;40497355051903
Andrea Ortiz PhD;61;ABDON BATISTA;SC;722.570.196-79;60.820.817/8911-13
Angela Simpson MD;34;AMPARO DE SÃO FRANCISCO;SE;92081811200;98207162047406
Tina Gross MD;70;ADAMANTINA;SP;315.552.803-66;37.774.165/8395-38
Theresa Wright DDS;54;ABREULÂNDIA;TO;36543983590;63468363714888
David Leblanc Jr.;85;ACRELÂNDIA;AC;932.468.843-07;86.620.867/1468-87
Cheryl Coleman DVM;54;ÁGUA BRANCA;AL;38167609880;18692908239805
Wesley Welch Jr.;31;ALVARÃES;AM;682.746.390-73;57.439.547/1043-18
Tommy Smith MD;36;SERRA DO NAVIO;AP;81585194743;47865788569254
Ryan Holmes Jr.;47;ABAÍRA;BA;995.322.073-50;38.804.860/5938-95
Ronald Mcguire PhD;80;ABAIARA;CE;44237295397;26370194588094
Kim Ferrell MD;54;Brasília;DF;645.614.659-36;73.885.169/4299-01
Kathryn Price MD;45;AFONSO CLÁUDIO;ES;31532407874;82149127705771
Sierra Doyle MD;69;ABADIA DE GOIÁS;GO;816.587.052-11;87.557.201/3991-64
Rachel Nguyen DDS;85;AÇAILÂNDIA;MA;53481428162;64821247749659
John Peterson DDS;77;ABADIA DOS DOURADOS;MG;828.881.791-21;92.107.106/3843-39
David English PhD;85;ÁGUA CLARA;MS;00557976952;47164446468443
Jonathan Whitaker DVM;19;ACORIZAL;MT;524.239.178-21;81.952.341/0754-10
Ryan Williams Jr. Jr.;69;ABAETETUBA;PA;72008968537;51044728632543
Michelle Jimenez PhD;74;ÁGUA BRANCA;PB;262.040.534-34;50.274.715/6700-09
Brandi Smith MD;43;ABREU E LIMA;PE;65181714137;35195451208521
Michelle Wilson PhD;69;ACAUÃ;PI;846.306.454-03;34.111.399/7251-70
Jennifer Pacheco II;86;ABATIÁ;PR;84221501235;77828177417790
Amy Solomon MD;64;ANGRA DOS REIS;RJ;359.580.905-00;11.155.185/8727-47
Samantha Gonzales II;41;ACARI;RN;31785403699;12352427911599
Mandy Lee DDS;23;ALTA FLORESTA D'OESTE;RO;056.024.526-21;55.836.998/6688-10
Pamela Bryan II;29;AMAJARI;RR;81739818172;80249320437053
Deborah Thomas MD;21;ACEGUÁ;RS;312.422.505-81;06.748.679/4331-06
Michael Rowe DDS;34;ABDON BATISTA;SC;31891535900;77235240270660
Amy Drake PhD;90;AMPARO DE SÃO FRANCISCO;SE;510.191.399-51;88.711.844/8457-36
Wayne Jordan DVM;30;ADAMANTINA;SP;88510748950;29854634465072
Brad Weeks PhD;27;ABREULÂNDIA;TO;978.489.472-62;04.280.320/6380-17
Mikayla Moore MD;39;ACRELÂNDIA;AC;11143496078;75107302588127
Robert Johnson MD;85;ÁGUA BRANCA;AL;211.485.388-87;16.637.292/6000-59
Michael Becker Jr.;87;ALVARÃES;AM;34291651139;07037004510809
Phillip Garcia Jr.;54;SERRA DO NAVIO;AP;581.886.813-34;21.884.684/7196-10
Meagan Miller PhD;87;ABAÍRA;BA;81761255207;51875412424224
Robert Knapp DVM;71;ABAIARA;CE;930.526.760-24;69.710.354/9022-43
Shawn Glass DDS;31;Brasília;DF;79287057109;00443902805958
Morgan Bryan DDS;39;AFONSO CLÁUDIO;ES;979.530.162-49;68.760.924/2305-59
Jason Powers DDS;48;ABADIA DE GOIÁS;GO;20561414181;81022620352232
Michael Carroll MD;37;AÇAILÂNDIA;MA;805.850.751-23;28.339.284/6212-74
Karina Curtis MD;18;ABADIA DOS DOURADOS;MG;56219923774;33967034205266
Jesse Blair MD;68;ÁGUA CLARA;MS;985.341.827-44;98.622.338/8949-38
Mackenzie Schmidt Jr.;37;ACORIZAL;MT;77214023792;39327481181117
Justin Randall MD;86;ABAETETUBA;PA;579.431.605-50;08.775.552/6419-95
Julie Ball Jr.;24;ÁGUA BRANCA;PB;59269109780;61390175653965
David Nichols PhD;72;ABREU E LIMA;PE;888.781.432-51;84.068.148/5010-17
Samantha Wyatt DDS;58;ACAUÃ;PI;48725369083;46142744130940
Jennifer Ryan DVM;62;ABATIÁ;PR;128.764.762-66;08.761.292/0300-02
Cassandra Ferguson MD;20;ANGRA DOS REIS;RJ;45568515999;87066955838131
Patrick Carrillo III;68;ACARI;RN;758.133.633-60;86.392.659/2726-60
John Kelly DVM Jr.;79;ALTA FLORESTA D'OESTE;RO;07829205434;40576704525194
James Woods DDS;85;AMAJARI;RR;710.993.264-86;46.701.450/4939-74
Nicholas Ashley MD;22;ACEGUÁ;RS;20564304794;52662346577006
Rodney Rodriguez DDS;22;ABDON BATISTA;SC;578.621.194-01;43.699.023/9774-36
Kerry Cardenas MD;18;AMPARO DE SÃO FRANCISCO;SE;40480992134;07191655760014
Gwendolyn Harris Jr.;35;ADAMANTINA;SP;533.595.079-08;97.638.723/0942-03
Eric Charles Jr. PhD;53;ABREULÂNDIA;TO;82559328798;89392726673540
Mr. Richard Morrison PhD;28;ACRELÂNDIA;AC;979.161.625-63;95.812.016/5222-33
Seth Golden III;56;ÁGUA BRANCA;AL;93262605859;46993254981397
Anthony Russell DVM;68;ALVARÃES;AM;655.188.060-60;17.448.585/5246-05
Nicole Wagner MD;35;SERRA DO NAVIO;AP;14221607262;15624834193270
Karl Taylor Jr.;18;ABAÍRA;BA;117.039.067-64;82.170.156/2115-50
Whitney Anderson DVM;51;ABAIARA;CE;27081707246;29529957252500
Nancy Arnold Jr.;76;Brasília;DF;186.521.942-89;24.430.233/0716-18
Douglas Harris PhD;83;AFONSO CLÁUDIO;ES;12540918662;28563059756902
Rebecca Carey MD;32;ABADIA DE GOIÁS;GO;474.076.885-24;25.604.260/2407-50
Penny Holland MD;54;AÇAILÂNDIA;MA;73328476636;09287394688446
Judy Cordova DDS DDS;34;ABADIA DOS DOURADOS;MG;170.044.830-70;67.333.534/7775-71
Austin Wyatt DDS;74;ÁGUA CLARA;MS;42042489859;74930200015020
Sara Williamson DDS;89;ACORIZAL;MT;102.074.037-08;78.982.606/1265-00
Kathryn Hoffman Jr.;50;ABAETETUBA;PA;42476171760;71214850430305
Joshua Graham PhD;24;ÁGUA BRANCA;PB;657.989.410-51;38.993.682/2699-50
Jay Hahn DDS;48;ABREU E LIMA;PE;20628786050;21635917422126
Rickey Hernandez DDS;41;ACAUÃ;PI;621.931.546-43;67.900.354/1910-82
Henry Wood DVM;39;ABATIÁ;PR;28713679147;94329259374636
Katherine Strickland II;38;ANGRA DOS REIS;RJ;128.431.245-30;32.492.659/6898-65
Joseph Mitchell MD MD;85;ACARI;RN;63357378094;30040287947443
Mr. Gavin Fletcher MD;83;ALTA FLORESTA D'OESTE;RO;622.965.496-24;30.059.592/9960-03
Nancy Cannon Jr.;23;AMAJARI;RR;41427809992;93015986616856
Robert Farrell MD;48;ACEGUÁ;RS;880.232.545-61;27.279.808/7734-07
Joel Smith Jr. MD;45;ABDON BATISTA;SC;31307354882;44322514463317
Amy Campbell Jr.;48;AMPARO DE SÃO FRANCISCO;SE;425.717.736-58;42.221.542/8605-83
Jasmine Bennett MD;34;ADAMANTINA;SP;53545608611;16681907559494
Nicole Johnson Jr.;43;ABREULÂNDIA;TO;768.112.493-40;09.076.171/9916-12
Mike Thompson DDS;79;ACRELÂNDIA;AC;73361645794;28329500904928
Maria Nelson MD;67;ÁGUA BRANCA;AL;096.296.934-61;33.046.482/3918-53
Kelly Shaw III;29;ALVARÃES;AM;30355751771;92053271216053
Janice Dodson MD DDS;37;SERRA DO NAVIO;AP;459.969.467-34;00.798.654/5514-19
Michele Jackson MD;51;ABAÍRA;BA;34294897252;97212709760405
Thomas Mueller DDS;54;ABAIARA;CE;454.574.159-29;39.965.485/0626-28
Scott Herrera DDS;20;Brasília;DF;72865543528;89989071501708
Lisa Mendez MD;32;AFONSO CLÁUDIO;ES;398.298.888-86;06.954.906/2130-36
Jennifer Ewing MD;63;ABADIA DE GOIÁS;GO;81334526435;20782683178928
Roy White DVM;73;AÇAILÂNDIA;MA;121.653.254-04;43.080.850/5154-00
John Byrd DVM;53;ABADIA DOS DOURADOS;MG;61231158042;82275100308211
Katherine Scott DVM;33;ÁGUA CLARA;MS;481.027.901-48;84.256.518/5587-42
Michael Anderson MD;35;ACORIZAL;MT;72376419484;85810113206234
Thomas Lawrence MD;38;ABAETETUBA;PA;770.471.345-06;00.362.211/0363-65
Michael Davis Jr.;63;ÁGUA BRANCA;PB;93414283786;73142326200720
Jerome Cameron PhD;35;ABREU E LIMA;PE;990.402.762-50;24.813.835/5672-77
Michelle Vazquez DDS;20;ACAUÃ;PI;83922325009;51981439363731
Robert Guerra DVM;57;ABATIÁ;PR;475.128.481-96;96.160.203/9065-71
John Cobb DDS;85;ANGRA DOS REIS;RJ;19461416318;98750635871080
John Olson MD;19;ACARI;RN;591.967.785-63;41.628.884/5866-36
Melissa Woodward MD;70;ALTA FLORESTA D'OESTE;RO;49434282586;09654053555828
Robert Brown DVM;77;AMAJARI;RR;430.680.312-06;53.217.067/1269-16
Robert Hanson DDS;67;ACEGUÁ;RS;67631955832;83458455019282
Nicole Hernandez DDS;81;ABDON BATISTA;SC;410.436.810-51;83.522.504/9665-32
William Carroll DVM;41;AMPARO DE SÃO FRANCISCO;SE;45135238247;37214340364755
Amber Norman DVM;20;ADAMANTINA;SP;117.377.689-33;32.035.424/3141-07
Michael Rivera DDS;54;ABREULÂNDIA;TO;39583328030;38648171147464
Janet Stone PhD;36;ACRELÂNDIA;AC;626.442.348-32;85.507.366/2777-69
John Smith DDS;57;ÁGUA BRANCA;AL;68546965005;92559729176154
Stacey Gomez MD;50;ALVARÃES;AM;484.825.745-07;18.712.921/2052-08
Carla Johnson DDS DVM;54;SERRA DO NAVIO;AP;57507787036;97576972428195
Shannon Kelley Jr.;28;ABAÍRA;BA;335.662.471-70;90.102.921/9357-93
Lisa Garcia Jr.;78;ABAIARA;CE;93671806249;56748625742090
Jennifer Perez DVM;84;Brasília;DF;303.586.847-65;68.730.609/4153-68
Brian Gordon DDS;28;AFONSO CLÁUDIO;ES;00655348409;77691210122805
Christine Wilson DVM;45;ABADIA DE GOIÁS;GO;057.006.299-33;51.001.128/4049-70
Matthew Watkins DDS;76;AÇAILÂNDIA;MA;46086497362;25883639271200
Joseph Green Jr.;83;ABADIA DOS DOURADOS;MG;443.231.500-83;29.887.682/7423-20
David Mason MD;23;ÁGUA CLARA;MS;10564345970;17172227868206
Kyle Rogers MD;77;ACORIZAL;MT;492.839.645-60;27.086.014/1172-36
Nicholas Knox MD;58;ABAETETUBA;PA;55475179506;82401173935800
Amy Campbell MD;52;ÁGUA BRANCA;PB;987.087.938-16;61.097.659/6440-91
Matthew Martin MD;62;ABREU E LIMA;PE;27385705855;43444640546082
Ashley Graham DDS;61;ACAUÃ;PI;716.319.466-84;40.765.862/6818-01
Martha Thomas DVM;52;ABATIÁ;PR;82917333685;89068468002175
Robert Flores Jr.;85;ANGRA DOS REIS;RJ;859.440.794-79;57.480.074/9060-32
Alison Howell DDS;56;ACARI;RN;84602546315;40298684996687
Alicia Bates DDS;28;ALTA FLORESTA D'OESTE;RO;452.545.770-88;43.380.760/7569-71
Connie Moore MD;42;AMAJARI;RR;89346010517;76465659689507
Monica Booth MD;34;ACEGUÁ;RS;972.481.321-52;41.682.740/3387-61
Sharon Smith DVM;64;ABDON BATISTA;SC;54509695977;88939304038051
Claudia Ingram MD;82;AMPARO DE SÃO FRANCISCO;SE;125.274.965-12;23.519.019/2390-15
Julia Quinn MD;28;ADAMANTINA;SP;89378021476;90126494852144
Randy Velez Jr.;43;ABREULÂNDIA;TO;054.034.729-91;51.160.378/9602-43
Shannon Adams DDS;21;ACRELÂNDIA;AC;90293330301;95568325940982
James Larson DDS;51;ÁGUA BRANCA;AL;526.452.306-10;53.663.620/9420-83
Kenneth Tran II;28;ALVARÃES;AM;71347540814;31358425901670
Jeffrey Andrews Jr.;71;SERRA DO NAVIO;AP;589.237.061-59;61.539.373/2436-18
Lauren Lewis II;77;ABAÍRA;BA;85828739808;90774749196571
James Davis MD;49;ABAIARA;CE;772.114.799-90;41.536.654/9969-77
William Wilson DDS;79;Brasília;DF;62480172805;97968966880604
Elizabeth Diaz Jr.;82;AFONSO CLÁUDIO;ES;376.726.722-58;81.764.357/1119-93
Zachary Patterson MD;21;ABADIA DE GOIÁS;GO;45366069556;91956377624461
Stephen Tyler Jr.;47;AÇAILÂNDIA;MA;599.217.709-42;84.363.218/3085-70
James Fowler PhD;35;ABADIA DOS DOURADOS;MG;59789624131;25013130960673
Joanne Sanchez Jr.;66;ÁGUA CLARA;MS;179.940.498-69;62.162.396/5428-70
Steven Gilbert DDS;72;ACORIZAL;MT;29428852546;35706350628356
Christopher Bartlett MD;18;ABAETETUBA;PA;542.458.603-16;09.034.809/3622-80
Erik Evans MD;21;ÁGUA BRANCA;PB;86912241000;23483119122271
Connor Bartlett PhD;80;ABREU E LIMA;PE;695.441.402-63;97.742.974/2192-90
Kevin Miller MD;21;ACAUÃ;PI;51506853137;92250522851003
Robin Aguilar DVM;26;ABATIÁ;PR;266.276.361-23;46.637.516/5964-79
Kimberly Gross DVM;24;ANGRA DOS REIS;RJ;12444815300;14153300355088
Ashlee Moyer DVM;32;ACARI;RN;433.510.685-81;34.873.296/3152-40
Christopher Miller DVM;64;ALTA FLORESTA D'OESTE;RO;12164967739;04064575077423
Jeffrey Simmons Jr.;71;AMAJARI;RR;365.577.774-40;08.728.179/0276-52
Andrea Thomas DDS;58;ACEGUÁ;RS;42266491172;31346723257538
Kenneth Roberson MD;30;ABDON BATISTA;SC;846.700.105-49;28.148.722/6885-59
Julia Farmer DDS;51;AMPARO DE SÃO FRANCISCO;SE;79130163293;92628297084313
Jennifer Brown MD;61;ADAMANTINA;SP;548.921.370-14;22.333.973/2284-45
Ana Townsend MD;66;ABREULÂNDIA;TO;27148689910;54213958021510
Tyler Barber MD;24;ACRELÂNDIA;AC;808.522.644-88;73.794.298/2054-41
Nicholas Rice DVM;83;ÁGUA BRANCA;AL;00703178105;67033602204030
Alec Moore MD;76;ALVARÃES;AM;687.926.879-03;34.635.545/5722-38
Mary Edwards PhD;50;SERRA DO NAVIO;AP;93163393403;13464840832551
Daniel Baker MD;79;ABAÍRA;BA;462.269.559-61;76.009.935/3856-47
Phyllis Taylor MD;74;ABAIARA;CE;08546075603;33055353959291
Marissa Guerra DDS;45;Brasília;DF;994.879.917-86;27.890.571/6833-16
Elizabeth Kim DDS;26;AFONSO CLÁUDIO;ES;67629573405;83217472244779
John Johnson MD;58;ABADIA DE GOIÁS;GO;026.199.334-80;96.600.264/1770-80
Sarah Castro PhD;53;AÇAILÂNDIA;MA;99199258102;39573219566453
Jacqueline Taylor V;21;ABADIA DOS DOURADOS;MG;744.715.824-02;45.002.583/3803-62
Alan Garcia DDS;39;ÁGUA CLARA;MS;96472740925;75317709441161
Courtney Turner MD;18;ACORIZAL;MT;937.731.553-01;09.349.034/9787-72
Jessica Sanchez DVM;71;ABAETETUBA;PA;18554787226;66478855800331
Joshua Carpenter DVM;86;ÁGUA BRANCA;PB;738.640.665-73;28.093.048/4726-22
Joseph Crawford Jr.;34;ABREU E LIMA;PE;98736990159;81204268385189
David Barber MD;73;ACAUÃ;PI;947.888.728-97;69.433.059/3781-64
Angela Davis MD;88;ABATIÁ;PR;97753349422;29523404463915
Timothy Nielsen MD;18;ANGRA DOS REIS;RJ;118.723.250-50;37.683.383/9856-28
Jonathan Clark DVM;77;ACARI;RN;96057381556;66988486648002
John Morales DVM;26;ALTA FLORESTA D'OESTE;RO;375.226.493-40;32.535.271/4699-42
Kathryn Beck PhD;39;AMAJARI;RR;79310372273;43614407118627
Clifford Romero MD;29;ACEGUÁ;RS;492.018.525-17;40.344.743/7972-47
Adriana Cruz PhD;88;ABDON BATISTA;SC;82093061627;65704362619150
David Hansen MD;22;AMPARO DE SÃO FRANCISCO;SE;001.933.951-85;50.044.291/5059-82
Matthew Mcneil Jr.;83;ADAMANTINA;SP;28023913484;81304265050280
Virginia Nichols DVM;21;ABREULÂNDIA;TO;746.079.325-66;53.813.905/8229-02
Brian Young Jr.;89;ACRELÂNDIA;AC;10048197734;78070793933702
Cathy Crawford DDS;56;ÁGUA BRANCA;AL;690.720.189-58;52.561.353/2938-38
Felicia Flores MD;27;ALVARÃES;AM;05063598757;14333273732422
Alexis Williams DDS;87;SERRA DO NAVIO;AP;961.645.563-09;06.095.921/8407-47
Mary Wade DDS;83;ABAÍRA;BA;45219948067;63303074432254
Kimberly Brown DDS;79;ABAIARA;CE;832.010.967-17;82.402.355/7386-34
Leslie Walker MD;61;Brasília;DF;12539698840;88632929836142
